filename,width,height,class,xmin,ymin,xmax,ymax
004903.jpg,500,331,car,441,53,500,81
008687.jpg,500,375,dog,2,2,415,262
006866.jpg,480,392,person,221,44,331,218
006866.jpg,480,392,horse,43,56,407,374
006866.jpg,480,392,person,94,130,129,177
002355.jpg,500,375,car,1,141,34,230
002355.jpg,500,375,car,18,137,488,314
006133.jpg,500,333,car,87,79,422,283
006133.jpg,500,333,car,1,102,157,181
006133.jpg,500,333,car,472,109,500,158
006133.jpg,500,333,person,2,82,63,196
006133.jpg,500,333,person,455,96,485,174
006133.jpg,500,333,car,1,181,173,333
006133.jpg,500,333,person,465,125,500,333
006133.jpg,500,333,person,468,36,481,63
006133.jpg,500,333,person,390,39,405,62
006133.jpg,500,333,person,373,33,388,61
006133.jpg,500,333,person,358,38,373,57
006133.jpg,500,333,person,334,36,344,54
006133.jpg,500,333,person,263,33,276,52
006133.jpg,500,333,person,277,38,288,51
006133.jpg,500,333,person,294,40,301,54
006133.jpg,500,333,person,309,40,318,56
006133.jpg,500,333,person,447,40,459,61
009200.jpg,500,375,tvmonitor,311,167,361,221
009200.jpg,500,375,tvmonitor,113,136,219,226
009200.jpg,500,375,chair,240,239,335,374
009200.jpg,500,375,sofa,1,232,125,375
000224.jpg,500,375,tvmonitor,36,159,220,337
000224.jpg,500,375,bottle,401,245,500,375
009566.jpg,500,375,bird,146,150,304,232
002433.jpg,500,375,person,15,111,105,290
002433.jpg,500,375,person,1,103,328,375
002433.jpg,500,375,person,302,42,500,375
002433.jpg,500,375,person,479,52,500,184
002433.jpg,500,375,person,471,23,496,52
002427.jpg,320,240,sofa,161,143,261,228
002427.jpg,320,240,sofa,1,60,137,240
002427.jpg,320,240,pottedplant,253,181,320,240
005348.jpg,333,500,person,181,146,330,499
005348.jpg,333,500,person,1,24,215,499
006899.jpg,496,500,sheep,19,334,135,452
006899.jpg,496,500,sheep,135,305,234,423
006899.jpg,496,500,sheep,388,277,445,424
009214.jpg,500,375,bicycle,180,114,314,226
009214.jpg,500,375,car,146,223,468,375
009214.jpg,500,375,person,107,198,142,309
009214.jpg,500,375,person,72,206,103,308
009214.jpg,500,375,person,38,210,72,312
009214.jpg,500,375,person,466,188,500,286
009214.jpg,500,375,person,1,212,20,313
009214.jpg,500,375,person,140,218,159,255
009214.jpg,500,375,person,163,209,177,238
009214.jpg,500,375,person,184,205,204,225
009214.jpg,500,375,person,226,82,311,194
008122.jpg,500,333,person,58,42,227,330
008122.jpg,500,333,person,274,61,406,206
008122.jpg,500,333,diningtable,4,209,115,296
008122.jpg,500,333,chair,3,213,47,330
008122.jpg,500,333,chair,48,199,109,332
008122.jpg,500,333,chair,275,152,320,223
007211.jpg,500,375,motorbike,153,173,394,371
003077.jpg,500,332,sofa,81,163,239,269
003077.jpg,500,332,chair,323,151,441,252
003077.jpg,500,332,chair,250,155,344,254
003077.jpg,500,332,person,73,139,156,289
003077.jpg,500,332,person,153,142,237,285
003077.jpg,500,332,person,244,127,321,266
003077.jpg,500,332,person,352,134,435,262
004718.jpg,500,375,bottle,1,1,49,102
004718.jpg,500,375,person,95,7,340,341
004718.jpg,500,375,person,45,1,499,374
005406.jpg,500,333,aeroplane,172,126,235,187
002369.jpg,500,375,cow,138,135,215,232
005360.jpg,500,335,train,72,97,431,242
005360.jpg,500,335,train,1,137,71,226
003711.jpg,500,396,car,132,278,166,329
003711.jpg,500,396,bus,162,86,469,344
003711.jpg,500,396,person,269,129,294,156
003711.jpg,500,396,person,228,128,248,154
003711.jpg,500,396,person,200,127,225,154
003711.jpg,500,396,person,340,173,352,209
003711.jpg,500,396,person,352,177,367,210
003711.jpg,500,396,person,366,177,380,212
000218.jpg,500,333,dog,253,64,383,255
000218.jpg,500,333,chair,107,1,202,174
000218.jpg,500,333,person,1,1,253,222
008644.jpg,500,350,person,9,52,132,329
008644.jpg,500,350,person,128,43,246,337
008644.jpg,500,350,person,419,7,492,345
008644.jpg,500,350,person,337,78,423,342
008644.jpg,500,350,person,231,49,333,339
001106.jpg,500,375,chair,102,160,240,327
001106.jpg,500,375,chair,295,158,389,319
001106.jpg,500,375,chair,339,174,465,363
001106.jpg,500,375,chair,363,149,445,258
001106.jpg,500,375,diningtable,337,179,500,319
007563.jpg,375,500,person,84,172,234,499
007563.jpg,375,500,person,208,178,326,500
001112.jpg,500,335,train,323,87,406,214
001112.jpg,500,335,car,61,168,125,202
001112.jpg,500,335,car,95,165,140,194
001112.jpg,500,335,pottedplant,181,279,261,335
001112.jpg,500,335,pottedplant,259,299,350,335
008888.jpg,500,375,tvmonitor,183,92,250,159
008888.jpg,500,375,chair,235,142,412,373
008888.jpg,500,375,chair,1,181,63,345
005374.jpg,500,374,person,290,147,361,325
005374.jpg,500,374,person,211,136,255,262
005374.jpg,500,374,person,215,153,258,262
005374.jpg,500,374,bus,187,2,500,347
003705.jpg,500,375,sheep,196,100,270,176
003063.jpg,375,500,person,54,9,291,485
003063.jpg,375,500,sofa,3,43,372,386
007205.jpg,500,375,car,130,149,201,220
007205.jpg,500,375,car,200,170,223,195
007205.jpg,500,375,car,10,188,141,325
004283.jpg,375,500,motorbike,153,1,375,499
002194.jpg,500,333,chair,294,188,391,300
002194.jpg,500,333,person,81,107,155,278
002194.jpg,500,333,person,127,117,177,283
002194.jpg,500,333,person,295,126,464,305
002194.jpg,500,333,person,377,144,464,268
000797.jpg,500,375,dog,37,127,348,375
000797.jpg,500,375,person,68,94,424,370
000797.jpg,500,375,sofa,3,58,328,375
002180.jpg,500,375,train,98,89,476,375
002180.jpg,500,375,car,8,206,100,266
002180.jpg,500,375,car,1,205,47,276
002180.jpg,500,375,person,495,177,500,194
005189.jpg,500,405,person,139,45,500,404
005189.jpg,500,405,person,2,1,305,404
007946.jpg,500,375,person,244,60,426,225
007946.jpg,500,375,dog,118,111,309,252
006480.jpg,500,320,aeroplane,119,110,210,155
002816.jpg,500,375,bus,51,145,454,307
008485.jpg,500,375,cat,22,1,262,373
008485.jpg,500,375,person,5,3,499,375
000967.jpg,500,375,person,419,233,468,372
000967.jpg,500,375,person,148,222,205,375
000967.jpg,500,375,person,161,241,231,375
000967.jpg,500,375,person,12,223,39,330
000967.jpg,500,375,train,23,124,500,333
000973.jpg,500,375,bicycle,30,51,488,331
007991.jpg,500,375,bird,3,99,500,375
009764.jpg,500,375,bus,242,131,482,340
009764.jpg,500,375,bus,31,86,242,352
007749.jpg,500,375,dog,128,23,500,375
000026.jpg,500,333,car,90,125,337,212
000740.jpg,500,375,boat,290,85,404,276
000740.jpg,500,375,boat,104,104,212,271
009002.jpg,500,269,train,35,29,445,206
004526.jpg,500,375,car,104,74,436,239
004532.jpg,500,374,boat,1,72,497,310
000754.jpg,500,261,bus,56,81,157,170
000754.jpg,500,261,bus,45,114,60,136
000754.jpg,500,261,bicycle,94,124,150,158
000754.jpg,500,261,car,164,127,190,147
009016.jpg,375,500,bottle,184,3,334,452
006325.jpg,500,458,car,276,277,363,353
006443.jpg,500,350,aeroplane,117,131,295,216
000032.jpg,500,281,aeroplane,104,78,375,183
000032.jpg,500,281,aeroplane,133,88,197,123
000032.jpg,500,281,person,195,180,213,229
000032.jpg,500,281,person,26,189,44,238
002625.jpg,500,375,car,114,297,159,314
002625.jpg,500,375,car,42,294,88,313
002625.jpg,500,375,person,167,283,176,325
002625.jpg,500,375,person,107,288,116,313
002625.jpg,500,375,person,98,291,109,326
002625.jpg,500,375,person,84,285,100,335
002625.jpg,500,375,person,426,286,446,339
002625.jpg,500,375,person,36,287,43,315
001304.jpg,333,500,person,143,184,175,264
001304.jpg,333,500,bicycle,142,225,174,288
009758.jpg,500,332,diningtable,294,147,436,201
009758.jpg,500,332,diningtable,302,133,363,151
009758.jpg,500,332,diningtable,146,140,244,175
009758.jpg,500,332,diningtable,122,125,174,146
009758.jpg,500,332,diningtable,14,133,113,179
009758.jpg,500,332,diningtable,82,186,349,331
009758.jpg,500,332,chair,452,149,489,195
009758.jpg,500,332,chair,381,173,442,250
009758.jpg,500,332,chair,332,194,386,300
009758.jpg,500,332,chair,279,158,338,209
009758.jpg,500,332,chair,387,136,408,156
009758.jpg,500,332,chair,268,127,295,166
009758.jpg,500,332,chair,246,138,256,151
009758.jpg,500,332,chair,216,151,257,182
009758.jpg,500,332,chair,181,128,203,140
009758.jpg,500,332,chair,114,146,146,181
009758.jpg,500,332,chair,43,145,92,182
009758.jpg,500,332,chair,1,166,38,209
009758.jpg,500,332,chair,4,200,104,323
009758.jpg,500,332,chair,150,284,311,332
007775.jpg,378,500,dog,45,89,248,284
008320.jpg,250,198,horse,1,8,245,198
000768.jpg,500,375,bus,369,103,475,283
000768.jpg,500,375,bus,33,46,369,330
007007.jpg,500,374,person,112,203,291,374
007007.jpg,500,374,person,1,2,298,281
007007.jpg,500,374,diningtable,242,188,500,374
007007.jpg,500,374,diningtable,385,117,498,199
007007.jpg,500,374,bottle,198,79,217,129
006319.jpg,500,375,pottedplant,176,2,500,374
006319.jpg,500,375,pottedplant,1,1,85,156
003261.jpg,500,375,car,218,178,239,198
003261.jpg,500,375,person,1,1,206,374
003261.jpg,500,375,person,291,201,500,375
003261.jpg,500,375,person,1,1,205,375
005176.jpg,500,375,person,161,165,234,255
005176.jpg,500,375,person,1,46,274,375
005176.jpg,500,375,person,270,92,500,375
005176.jpg,500,375,person,449,212,500,375
001310.jpg,500,375,sheep,163,198,284,338
001310.jpg,500,375,person,263,90,381,326
001310.jpg,500,375,person,67,110,104,199
001310.jpg,500,375,person,19,132,43,166
001310.jpg,500,375,sheep,19,164,61,206
008452.jpg,500,369,sofa,157,172,374,295
008452.jpg,500,369,person,118,162,310,310
003260.jpg,326,500,tvmonitor,261,111,326,198
003260.jpg,326,500,person,11,58,112,449
003260.jpg,326,500,person,118,76,201,431
003260.jpg,326,500,person,187,72,261,425
005611.jpg,480,369,horse,93,53,343,319
005611.jpg,480,369,person,163,22,266,199
006318.jpg,500,375,cat,234,130,360,309
008335.jpg,500,334,train,89,35,298,307
007006.jpg,500,375,diningtable,2,191,499,374
007006.jpg,500,375,chair,145,247,294,374
007006.jpg,500,375,chair,278,233,390,375
007006.jpg,500,375,chair,368,219,494,371
007006.jpg,500,375,chair,75,191,146,249
007006.jpg,500,375,chair,160,188,219,231
007006.jpg,500,375,chair,219,177,263,224
007006.jpg,500,375,chair,326,174,359,215
007006.jpg,500,375,chair,373,171,403,207
007006.jpg,500,375,chair,411,174,433,199
008453.jpg,500,400,cat,281,105,340,152
008453.jpg,500,400,person,72,91,238,359
008453.jpg,500,400,chair,225,1,500,362
007760.jpg,333,500,dog,94,252,272,500
007760.jpg,333,500,person,2,4,330,500
001311.jpg,500,319,bicycle,465,104,490,166
001311.jpg,500,319,bicycle,432,118,465,186
001311.jpg,500,319,bicycle,334,128,380,220
001311.jpg,500,319,bicycle,177,188,304,319
001311.jpg,500,319,bicycle,12,161,181,319
001311.jpg,500,319,person,463,67,495,154
001311.jpg,500,319,person,431,75,468,171
001311.jpg,500,319,person,333,79,387,201
001311.jpg,500,319,person,187,106,291,293
001311.jpg,500,319,person,27,61,163,280
002618.jpg,500,384,sheep,17,20,483,343
005177.jpg,377,500,sofa,7,179,377,363
004269.jpg,500,332,person,1,64,279,332
004269.jpg,500,332,person,300,40,500,332
003506.jpg,500,332,pottedplant,63,42,261,287
001463.jpg,500,375,boat,89,4,333,342
001463.jpg,500,375,person,289,284,305,314
003274.jpg,500,375,dog,148,77,298,239
005605.jpg,500,375,tvmonitor,209,138,289,205
005605.jpg,500,375,chair,381,223,500,362
005605.jpg,500,375,chair,344,313,500,375
005605.jpg,500,375,sofa,1,258,77,375
005605.jpg,500,375,pottedplant,302,64,358,266
005605.jpg,500,375,pottedplant,91,204,128,266
005605.jpg,500,375,pottedplant,76,234,107,258
005605.jpg,500,375,pottedplant,68,184,104,222
005605.jpg,500,375,pottedplant,144,163,162,216
005605.jpg,500,375,pottedplant,104,171,140,215
005605.jpg,500,375,pottedplant,26,156,41,225
005605.jpg,500,375,chair,358,153,421,244
005605.jpg,500,375,tvmonitor,350,145,397,170
005605.jpg,500,375,pottedplant,323,193,356,265
005605.jpg,500,375,bottle,446,199,454,223
005605.jpg,500,375,bottle,453,200,461,220
005605.jpg,500,375,bottle,440,171,447,195
005605.jpg,500,375,bottle,447,171,454,194
005605.jpg,500,375,bottle,439,201,447,222
005605.jpg,500,375,bottle,436,147,443,170
005605.jpg,500,375,bottle,443,146,450,168
005605.jpg,500,375,bottle,450,147,457,167
005605.jpg,500,375,bottle,457,147,461,167
005605.jpg,500,375,bottle,453,170,458,194
000755.jpg,500,375,bicycle,362,217,393,231
000755.jpg,500,375,bicycle,340,205,366,218
000755.jpg,500,375,bicycle,323,212,351,230
000755.jpg,500,375,bicycle,289,203,310,219
000755.jpg,500,375,bicycle,274,213,298,229
000755.jpg,500,375,bicycle,258,215,268,226
000755.jpg,500,375,bicycle,236,214,259,230
000755.jpg,500,375,bicycle,209,212,230,230
000755.jpg,500,375,bicycle,183,213,201,228
000755.jpg,500,375,bicycle,157,216,174,227
000755.jpg,500,375,bicycle,134,213,151,227
000755.jpg,500,375,bicycle,118,213,133,227
000755.jpg,500,375,bicycle,101,210,114,225
000755.jpg,500,375,bicycle,86,216,100,225
000755.jpg,500,375,person,367,199,386,224
000755.jpg,500,375,person,340,190,358,213
000755.jpg,500,375,person,327,199,343,223
000755.jpg,500,375,person,291,190,305,212
000755.jpg,500,375,person,274,199,291,220
000755.jpg,500,375,person,250,199,261,213
000755.jpg,500,375,person,238,201,254,224
000755.jpg,500,375,person,210,200,225,221
000755.jpg,500,375,person,183,203,197,220
000755.jpg,500,375,person,159,206,170,220
000755.jpg,500,375,person,135,202,148,218
000755.jpg,500,375,person,119,206,129,219
000755.jpg,500,375,person,103,205,112,219
000755.jpg,500,375,person,87,202,97,216
002142.jpg,500,333,person,178,86,316,333
002142.jpg,500,333,person,292,71,409,333
002142.jpg,500,333,person,5,130,62,218
004255.jpg,500,376,motorbike,1,76,60,162
004255.jpg,500,376,motorbike,39,2,132,24
004255.jpg,500,376,motorbike,192,1,260,37
004255.jpg,500,376,motorbike,250,1,336,44
004255.jpg,500,376,motorbike,367,1,418,59
004255.jpg,500,376,motorbike,1,3,446,371
000033.jpg,500,366,aeroplane,9,107,499,263
000033.jpg,500,366,aeroplane,421,200,482,226
000033.jpg,500,366,aeroplane,325,188,411,223
006442.jpg,348,500,person,2,29,195,500
006442.jpg,348,500,person,130,181,347,500
007984.jpg,500,374,person,58,69,270,239
007984.jpg,500,374,person,389,155,412,212
007984.jpg,500,374,person,392,153,459,230
007984.jpg,500,374,motorbike,404,186,465,286
007984.jpg,500,374,person,29,156,210,374
007984.jpg,500,374,person,157,135,438,374
007984.jpg,500,374,person,292,153,437,360
007984.jpg,500,374,motorbike,250,258,486,374
007984.jpg,500,374,motorbike,2,195,62,255
007748.jpg,332,500,horse,76,164,332,373
007748.jpg,332,500,person,165,111,243,284
006456.jpg,500,375,dog,48,36,373,313
004241.jpg,500,375,boat,129,81,369,325
004527.jpg,500,500,sheep,295,171,450,289
004527.jpg,500,500,sheep,238,148,387,186
004527.jpg,500,500,sheep,270,141,422,178
004527.jpg,500,500,sheep,74,132,228,274
004527.jpg,500,500,sheep,1,108,69,204
004527.jpg,500,500,sheep,104,107,198,131
004527.jpg,500,500,sheep,232,110,294,140
004527.jpg,500,500,sheep,205,100,334,137
004527.jpg,500,500,sheep,189,174,308,298
004527.jpg,500,500,sheep,435,112,493,145
004527.jpg,500,500,sheep,8,127,139,236
004527.jpg,500,500,sheep,454,123,500,203
004527.jpg,500,500,sheep,477,89,499,121
004527.jpg,500,500,sheep,369,105,419,141
